urban_rural,region,age,gender,education,employment_status,occupation,country_direction,economic_condition,presidents_performance,trust_president,corruption_level,handle_economy,handle_corruption,news_radio,news_tv,news_newspapers,news_social_media,news_internet,voted_last_election,party_voted_for,education_grouped,occupation_grouped
Urban,Laikipia,25.0,Woman,Secondary school / high school completed,Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Fairly bad,Strongly disapprove,Not at all,Increased a lot,Fairly badly,Very badly,Every day,A few times a week,Never,Never,Never,I did not vote,Jubilee Alliance Party (JAP),Secondary School,Trader
Urban,Laikipia,32.0,Man,Primary school completed,Undecided/No Response,Undecided/No Response,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Undecided/No Response,Very badly,Very badly,Every day,Every day,Never,Never,Never,I voted in the election,Would not vote,Primary School,Undecided/No Response
Urban,Laikipia,44.0,Woman,Primary school completed,Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Fairly bad,Approve,Just a little,Increased a lot,Fairly badly,Very badly,Every day,Never,Never,A few times a week,A few times a week,I voted in the election,United Democratic Alliance (UDA),Primary School,Trader
Rural,Nakuru,19.0,Man,Secondary school / high school completed,Unemployed (Not looking),Student,Going in the wrong direction,Very bad,Disapprove,Somewhat,Increased somewhat,Very badly,Very badly,Every day,Never,Never,A few times a month,A few times a month,I was too young to vote,United Democratic Alliance (UDA),Secondary School,Student
Rural,Nakuru,28.0,Woman,Intermediate school or Some secondary school / high school,Employed (Part-time),Agriculture / farming / fishing / forestry,Going in the wrong direction,Fairly good,Strongly approve,Just a little,Decreased somewhat,Fairly badly,Fairly badly,Every day,Every day,Never,A few times a week,Less than once a month,I voted in the election,Would not vote,Secondary School,Agriculture
Urban,Kakamega,25.0,Woman,Secondary school / high school completed,Employed (Part-time),Trader / hawker / vendor,Going in the right direction,Fairly good,Disapprove,Just a little,Increased somewhat,Fairly badly,Very well,Never,A few times a week,Never,Every day,Every day,I did not vote,Would not vote,Secondary School,Trader
Urban,Nairobi,33.0,Woman,Secondary school / high school completed,Unemployed (Not looking),Retail / Shop,Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Decreased a lot,Fairly well,Fairly well,Every day,Every day,Every day,Every day,Every day,I voted in the election,Wiper Democratic Movement (WDM–K),Secondary School,Trader
Rural,Nakuru,54.0,Man,Secondary school / high school completed,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Fairly well,Very badly,Every day,Every day,Never,Never,Every day,I voted in the election,Would not vote,Secondary School,Agriculture
Urban,Kakamega,47.0,Man,University completed,Employed (Full-time),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the wrong direction,Very bad,Disapprove,Just a little,Increased a lot,Fairly badly,Very badly,Never,Every day,Every day,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Bachelors Degree,Professional
Rural,Nakuru,70.0,Woman,Primary school completed,Unemployed (Actively looking),Trader / hawker / vendor,Going in the wrong direction,Fairly bad,Disapprove,Just a little,Increased a lot,Fairly badly,Fairly badly,Every day,Every day,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Primary School,Trader
Rural,Kisii,38.0,Man,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased somewhat,Very well,Very badly,Never,Never,Never,A few times a month,A few times a month,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Agriculture
Rural,Busia,18.0,Man,Primary school completed,Unemployed (Actively looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Strongly approve,Just a little,Increased a lot,Very badly,Fairly badly,Every day,Every day,A few times a month,Never,Every day,I did not vote,Orange Democratic Movement (ODM),Primary School,Agriculture
Rural,Kisii,38.0,Woman,Secondary school / high school completed,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the right direction,Fairly good,Approve,Not at all,Decreased somewhat,Fairly well,Fairly well,A few times a month,Never,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Agriculture
Rural,Busia,35.0,Woman,Some primary schooling,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Undecided/No Response,Just a little,Increased a lot,Undecided/No Response,Fairly badly,Never,A few times a month,Never,Never,Never,I voted in the election,Would not vote,Primary School,Agriculture
Rural,Busia,26.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Not looking),Supervisor / Foreman / Senior Manager,Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Stayed the same,Very badly,Very badly,Every day,Every day,Never,Every day,Every day,I did not vote,United Democratic Alliance (UDA),Certificate/Diploma,Professional
Rural,Busia,21.0,Woman,Primary school completed,Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,A few times a week,Never,Never,Never,Never,I did not vote,Orange Democratic Movement (ODM),Primary School,Trader
Urban,Kakamega,48.0,Woman,Some primary schooling,Unemployed (Not looking),Housewife / homemaker,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Every day,Every day,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Primary School,Housewife
Urban,Nairobi,33.0,Woman,Secondary school / high school completed,Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Fairly good,Strongly approve,Somewhat,Increased a lot,Fairly well,Very badly,A few times a week,Every day,Never,Every day,Every day,I voted in the election,KANU,Secondary School,Trader
Urban,Machakos,37.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),Retail / Shop,Going in the right direction,Very bad,Approve,Somewhat,Increased somewhat,Fairly badly,Very badly,Less than once a month,Every day,Less than once a month,Every day,Every day,I voted in the election,Undecided/No Response,Certificate/Diploma,Trader
Urban,Nairobi,35.0,Man,Secondary school / high school completed,Employed (Full-time),Never had a job,Going in the wrong direction,Very good,Disapprove,Just a little,Increased a lot,Very badly,Very badly,Every day,Every day,Every day,Every day,A few times a week,I voted in the election,Other,Secondary School,Undecided/No Response
Rural,Kisii,52.0,Woman,Secondary school / high school completed,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the right direction,Fairly good,Disapprove,Somewhat,Increased somewhat,Fairly well,Fairly well,Every day,Every day,Never,A few times a week,A few times a week,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Agriculture
Urban,Kakamega,28.0,Man,Secondary school / high school completed,Unemployed (Actively looking),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Fairly bad,Disapprove,Not at all,Increased a lot,Very badly,Very badly,Every day,Every day,Never,Every day,Every day,I voted in the election,United Democratic Alliance (UDA),Secondary School,Skilled/Unskilled Labor
Rural,Kisii,24.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Fairly good,Approve,Somewhat,Decreased somewhat,Fairly well,Fairly well,Every day,Every day,Less than once a month,Less than once a month,A few times a month,I voted in the election,United Democratic Alliance (UDA),Certificate/Diploma,Skilled/Unskilled Labor
Urban,Nairobi,30.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),Trader / hawker / vendor,Going in the right direction,Fairly bad,Approve,Somewhat,Increased somewhat,Fairly well,Fairly well,A few times a week,Every day,Every day,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Certificate/Diploma,Trader
Urban,Laikipia,23.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Not looking),Student,Going in the wrong direction,Fairly bad,Strongly approve,Just a little,Undecided/No Response,Fairly badly,Fairly badly,Less than once a month,Never,Never,Every day,Every day,I voted in the election,Would not vote,Certificate/Diploma,Student
Urban,Kiambu,30.0,Woman,Secondary school / high school completed,Employed (Part-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Fairly bad,Approve,Just a little,Stayed the same,Fairly well,Fairly badly,Every day,Every day,Less than once a month,A few times a week,A few times a week,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Skilled/Unskilled Labor
Urban,Machakos,24.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Fairly good,Approve,Just a little,Decreased somewhat,Fairly well,Fairly badly,A few times a week,Every day,A few times a month,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Certificate/Diploma,Skilled/Unskilled Labor
Urban,Kiambu,32.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Part-time),Trader / hawker / vendor,Going in the wrong direction,Fairly good,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Every day,Every day,A few times a month,Every day,A few times a week,I voted in the election,Jubilee Alliance Party (JAP),Certificate/Diploma,Trader
Urban,Machakos,65.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),"Upper-level professional (e.g., banker/finance, doctor, lawyer, engineer, accountant, professor, senior-level government",Going in the wrong direction,Fairly good,Disapprove,Somewhat,Increased a lot,Fairly well,Fairly badly,Never,Every day,Never,Every day,A few times a week,I voted in the election,Undecided/No Response,Certificate/Diploma,Professional
Urban,Kiambu,28.0,Woman,Some university,Employed (Full-time),Housewife / homemaker,Going in the right direction,Fairly good,Strongly approve,Not at all,Decreased a lot,Very badly,Very well,Every day,Every day,Every day,Every day,A few times a week,I voted in the election,Would not vote,Bachelors Degree,Housewife
Urban,Kiambu,40.0,Man,Some primary schooling,Unemployed (Actively looking),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Fairly bad,Disapprove,Somewhat,Increased a lot,Very badly,Very well,Every day,Every day,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Primary School,Skilled/Unskilled Labor
Urban,Machakos,24.0,Woman,Secondary school / high school completed,Unemployed (Actively looking),"Security services (police, army, private security)",Going in the wrong direction,Very good,Strongly disapprove,A lot,Increased a lot,Fairly badly,Fairly badly,Never,Every day,Never,Every day,A few times a week,I did not vote,KANU,Secondary School,Security Services
